-1.3016,-1.3002,-1.2985,-1.2966,-1.294,-1.2907,-1.2865,-1.281,-1.2745,-1.2668,-1.2579,-1.2475,-1.2357,-1.2222,-1.2068,-1.1894,-1.1701,-1.1485,-1.1246,-1.099,-1.0723,-1.0456,-1.0201,-0.99632,-0.97384,-0.95187,-0.92859,-0.90232,-0.87164,-0.83654,-0.79791,-0.75737,-0.71649,-0.67562,-0.63298,-0.58604,-0.53155,-0.47085,-0.40647,-0.34205,-0.28171,-0.22921,-0.1865,-0.15228,-0.12171,-0.087682,-0.041768,0.024895,0.11595,0.23368,0.37797,0.54481,0.72526,0.90564,1.0706,1.2079,1.3131,1.3886,1.4417,1.4799,1.5083,1.53,1.5455,1.5549,1.5575,1.553,1.5411,1.5226,1.4979,1.4674,1.4318,1.3916,1.347,1.2983,1.2457,1.1895,1.1308,1.0698,1.0076,0.94453,0.88022,0.81426,0.74605,0.67504,0.60043,0.52185,0.44007,0.3567,0.27378,0.19273,0.11378,0.036447,-0.039818,-0.11557,-0.19044,-0.26446,-0.33811,-0.41184,-0.48615,-0.56047,1
-1.7283,-1.7105,-1.693,-1.6751,-1.6567,-1.6377,-1.6176,-1.5961,-1.5737,-1.5496,-1.524,-1.497,-1.4682,-1.4372,-1.4036,-1.3673,-1.3282,-1.2862,-1.2409,-1.1924,-1.1414,-1.0895,-1.0387,-0.99015,-0.94398,-0.89854,-0.85135,-0.79852,-0.7377,-0.66809,-0.59143,-0.51137,-0.43165,-0.35406,-0.27706,-0.19653,-0.10883,-0.016963,0.07401,0.15666,0.22245,0.26398,0.27753,0.2653,0.23587,0.20295,0.18104,0.18511,0.21998,0.28781,0.38736,0.5141,0.65892,0.80872,0.94904,1.0681,1.16,1.2256,1.2708,1.3018,1.3234,1.3391,1.3495,1.3548,1.3543,1.3476,1.3346,1.316,1.2928,1.2658,1.2354,1.2017,1.1653,1.1264,1.0853,1.0421,0.99721,0.95159,0.90696,0.86363,0.82099,0.77801,0.73359,0.68619,0.63433,0.57695,0.51469,0.45013,0.38643,0.32582,0.2687,0.21404,0.16031,0.10654,0.051925,-0.004307,-0.063172,-0.12594,-0.19309,-0.26351,1
-1.1431,-1.1347,-1.1265,-1.1179,-1.1088,-1.0993,-1.0893,-1.0784,-1.0665,-1.054,-1.0404,-1.0259,-1.0107,-0.99472,-0.9777,-0.95961,-0.94046,-0.92006,-0.89826,-0.8754,-0.85153,-0.82702,-0.80214,-0.77725,-0.75289,-0.72854,-0.70428,-0.67973,-0.65469,-0.62932,-0.60362,-0.57748,-0.5509,-0.52302,-0.49244,-0.45796,-0.41677,-0.36936,-0.31602,-0.2577,-0.19553,-0.13086,-0.064442,0.003805,0.075042,0.15125,0.2357,0.33375,0.44874,0.58374,0.73986,0.9145,1.0994,1.2814,1.4451,1.5777,1.6732,1.734,1.7675,1.7816,1.7829,1.7757,1.7611,1.7389,1.7086,1.67,1.6233,1.5688,1.5075,1.4401,1.3671,1.2892,1.2072,1.1215,1.0325,0.94142,0.84809,0.7537,0.65869,0.56309,0.46697,0.36993,0.27187,0.17257,0.071811,-0.030102,-0.13264,-0.23499,-0.33618,-0.43548,-0.53301,-0.62865,-0.72231,-0.81381,-0.90304,-0.9899,-1.074,-1.1552,-1.2338,-1.3104,2
-1.1322,-1.1249,-1.1178,-1.1101,-1.1023,-1.0943,-1.0859,-1.077,-1.0671,-1.0564,-1.0448,-1.0327,-1.0197,-1.0058,-0.99095,-0.97517,-0.95846,-0.94076,-0.922,-0.90187,-0.88044,-0.85821,-0.83552,-0.81279,-0.79018,-0.76783,-0.74564,-0.72379,-0.70194,-0.6803,-0.65845,-0.63651,-0.61433,-0.59155,-0.56748,-0.54061,-0.50963,-0.47254,-0.4288,-0.37882,-0.32327,-0.26311,-0.19902,-0.13142,-0.060462,0.014762,0.096098,0.18593,0.28816,0.4075,0.54598,0.70488,0.88099,1.0658,1.2458,1.406,1.5348,1.6281,1.6892,1.7257,1.7453,1.7535,1.7532,1.7457,1.7309,1.7082,1.6771,1.6378,1.5907,1.5366,1.4761,1.4095,1.3375,1.2607,1.1795,1.0946,1.0064,0.91553,0.82268,0.72824,0.63246,0.53514,0.43634,0.33588,0.23365,0.12959,0.024055,-0.082356,-0.18872,-0.29409,-0.39824,-0.50092,-0.60206,-0.70148,-0.79881,-0.89354,-0.98538,-1.0742,-1.1602,-1.2437,2
-1.3961,-1.3908,-1.3853,-1.3798,-1.374,-1.3677,-1.3604,-1.3522,-1.3431,-1.3328,-1.3211,-1.308,-1.2933,-1.2773,-1.2595,-1.2396,-1.2177,-1.1934,-1.1668,-1.1379,-1.107,-1.0752,-1.0435,-1.0131,-0.9846,-0.95769,-0.93106,-0.90282,-0.87082,-0.83403,-0.7924,-0.74692,-0.69949,-0.65166,-0.60368,-0.55426,-0.50119,-0.44247,-0.3782,-0.31153,-0.24628,-0.18649,-0.13556,-0.094774,-0.062227,-0.032914,5.887e-05,0.044013,0.10612,0.19232,0.30377,0.4403,0.59828,0.76915,0.94018,1.0966,1.2264,1.3246,1.3936,1.4407,1.4726,1.4943,1.5091,1.5182,1.5211,1.5176,1.507,1.4896,1.4658,1.4364,1.4022,1.3636,1.3212,1.2754,1.2262,1.1744,1.1201,1.0639,1.0065,0.94896,0.89104,0.8326,0.7733,0.71236,0.64925,0.58342,0.5147,0.44366,0.37176,0.30094,0.23234,0.16596,0.10136,0.038035,-0.024404,-0.085989,-0.14696,-0.20785,-0.26885,-0.33038,1
-1.7692,-1.7485,-1.7278,-1.707,-1.6859,-1.6644,-1.6422,-1.6189,-1.5945,-1.5689,-1.5421,-1.5139,-1.4841,-1.4525,-1.4188,-1.3826,-1.3439,-1.3026,-1.2585,-1.2112,-1.1606,-1.1078,-1.0543,-1.0018,-0.95143,-0.90306,-0.85538,-0.80573,-0.75042,-0.68733,-0.61575,-0.53772,-0.45681,-0.37647,-0.29821,-0.22022,-0.13881,-0.051868,0.03906,0.12779,0.20688,0.26848,0.30596,0.31685,0.30433,0.27706,0.24792,0.22983,0.2348,0.27034,0.3368,0.43281,0.55367,0.69027,0.83005,0.95967,1.0686,1.152,1.2111,1.2511,1.2776,1.2951,1.3067,1.3134,1.3151,1.3115,1.3021,1.2869,1.2665,1.242,1.2142,1.1836,1.1503,1.1149,1.0776,1.0383,0.99749,0.95584,0.91438,0.87429,0.83571,0.79758,0.75927,0.71989,0.67786,0.63159,0.58056,0.52537,0.46874,0.41354,0.3615,0.31271,0.26621,0.22035,0.17403,0.12665,0.077714,0.026238,-0.028956,-0.088246,1
-1.8185,-1.7968,-1.7751,-1.7527,-1.7297,-1.7057,-1.6806,-1.6539,-1.6262,-1.5968,-1.5661,-1.5334,-1.4986,-1.4612,-1.4211,-1.3783,-1.3327,-1.2846,-1.2326,-1.1779,-1.1223,-1.0678,-1.0157,-0.96555,-0.91605,-0.86446,-0.80821,-0.74373,-0.67027,-0.59007,-0.50682,-0.42394,-0.3427,-0.26185,-0.17845,-0.089895,0.0028087,0.094754,0.17752,0.24267,0.28356,0.29721,0.28659,0.26076,0.23229,0.21405,0.21696,0.24802,0.31278,0.40868,0.53085,0.67086,0.81558,0.95105,1.0659,1.1546,1.2179,1.2609,1.2892,1.3081,1.3203,1.3265,1.3277,1.3236,1.3137,1.298,1.277,1.2515,1.2223,1.1898,1.1549,1.1179,1.0793,1.0389,0.99672,0.95328,0.90981,0.86773,0.8272,0.7878,0.74859,0.70811,0.66519,0.61836,0.56698,0.51136,0.45363,0.39662,0.3424,0.2917,0.24367,0.19688,0.14997,0.10202,0.052514,0.00061284,-0.054722,-0.11409,-0.17657,-0.24057,1
-1.2213,-1.2183,-1.215,-1.2119,-1.2084,-1.2044,-1.1997,-1.1943,-1.1881,-1.1812,-1.1731,-1.164,-1.1541,-1.1433,-1.1313,-1.1183,-1.104,-1.0883,-1.071,-1.0525,-1.0331,-1.0131,-0.99329,-0.97392,-0.95507,-0.93652,-0.91774,-0.8983,-0.87768,-0.85592,-0.83302,-0.8092,-0.78471,-0.75918,-0.73177,-0.7002,-0.66287,-0.61938,-0.57,-0.51553,-0.45726,-0.39665,-0.33478,-0.27228,-0.20797,-0.13896,-0.061986,0.026611,0.13025,0.25205,0.39394,0.5555,0.73241,0.9155,1.0916,1.2459,1.3649,1.4513,1.5112,1.5518,1.5794,1.5978,1.6093,1.6146,1.6134,1.6053,1.5898,1.5671,1.5374,1.5012,1.4597,1.4134,1.3625,1.3075,1.2487,1.1867,1.1222,1.0556,0.98736,0.91799,0.84742,0.77567,0.70268,0.62806,0.55176,0.47344,0.39327,0.31182,0.23015,0.14934,0.070057,-0.007555,-0.083923,-0.15908,-0.23268,-0.30435,-0.37393,-0.44148,-0.50704,-0.57085,2
-1.5515,-1.5315,-1.5119,-1.4921,-1.4723,-1.452,-1.4313,-1.4103,-1.3884,-1.3659,-1.3426,-1.3186,-1.2941,-1.2686,-1.242,-1.2143,-1.1853,-1.155,-1.1234,-1.0902,-1.056,-1.0214,-0.98724,-0.95403,-0.922,-0.89084,-0.85951,-0.82678,-0.79175,-0.75434,-0.71502,-0.67452,-0.63368,-0.59297,-0.55168,-0.5077,-0.4594,-0.4064,-0.34978,-0.29146,-0.23378,-0.17909,-0.12937,-0.084903,-0.043736,-0.0010266,0.048942,0.11095,0.18875,0.28542,0.40262,0.5398,0.693,0.85395,1.0101,1.1486,1.2569,1.3366,1.3931,1.4326,1.4602,1.4796,1.4927,1.5003,1.5022,1.4979,1.487,1.4696,1.4458,1.416,1.3815,1.343,1.3007,1.2549,1.2056,1.1535,1.0988,1.0422,0.98446,0.92612,0.86692,0.80676,0.74521,0.68196,0.61672,0.54896,0.4787,0.40644,0.33351,0.26101,0.19014,0.12069,0.052179,-0.015485,-0.082604,-0.14885,-0.21436,-0.27933,-0.34394,-0.40843,2
-1.5689,-1.5478,-1.5267,-1.5057,-1.4845,-1.4631,-1.441,-1.4183,-1.3951,-1.3713,-1.3469,-1.3217,-1.2955,-1.2684,-1.2403,-1.2109,-1.1804,-1.1486,-1.1154,-1.0805,-1.0447,-1.0091,-0.97454,-0.94126,-0.90882,-0.87646,-0.84352,-0.80909,-0.77224,-0.73227,-0.69066,-0.64874,-0.60716,-0.56521,-0.52106,-0.47303,-0.42027,-0.36319,-0.30372,-0.2445,-0.1886,-0.13824,-0.09297,-0.050815,-0.0072767,0.042774,0.10464,0.1829,0.28087,0.40039,0.54068,0.6972,0.86098,1.0175,1.1521,1.2578,1.3351,1.39,1.4289,1.4575,1.4782,1.4924,1.5008,1.5031,1.4988,1.4877,1.4701,1.4466,1.4178,1.3844,1.346,1.3037,1.2572,1.2081,1.1563,1.1018,1.0454,0.98768,0.92939,0.87032,0.80963,0.74714,0.68251,0.6152,0.54512,0.47271,0.39909,0.3257,0.25346,0.18272,0.11288,0.043897,-0.02445,-0.092106,-0.15927,-0.22598,-0.29242,-0.35858,-0.42428,-0.48966,2
